Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
"Руководитель направления (продакт-спонсор) ""Теплообменное оборудование""",Ридан Трейд,,,,,'1-2,От 3 до 6 лет,ТК,"1/2, 25/35",,"страхование, питание, бесплатное питание, форма, транспорт","Продвижение технических решений, способствующих развитию продаж теплообменного оборудования (ТО); Проведение обучающих семинаров для сотрудников и партнеров Компании; Участие в переговорах с крупными клиентами компании в качестве технического эксперта; Создание презентаций, статей по продукции и областям ее применения; Отслеживание технической информации по конкурентам, подготовка контр- аргументации; Подготовка к выводу и вывод новых типов на рынок; Взаимодействие с производством ТО по вопросам оптимизации конструкции и снабжения комплектующими; Отслеживание, анализ продаж все продуктовой линейки и ее оптимизация; Разработка и выполнение специального плана действий по повышению лояльности клиентов. Требования : Высшее образование по специальности: промышленная теплоэнергетика, теплоэнергетика, энергетика теплотехнологий, теплофизика; Знания основ теплотехники и гидравлики, основ проектирования систем отопления; Опыт работы с программами по подбору теплообменного оборудования; Знать основные схемы тепловых пунктов и владеть технологией подбора ТО; Навыки создание и проведение презентаций, технических обучений; Дополнительные: целеустремленность коммуникабельность, высокий уровень технических знаний.",https://hh.ru/vacancy/118279853
Старший продакт менеджер по сельскохозяйственному направлению,«ОХК «Уралхим»,,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,"ДМС, обучение","Управление продуктовым портфелем Общества по сельскохозяйственному сегменту, развитие новых продуктов. Вывод и продвижение новой продукции (сервисов, услуг) на ключевые рынки...",https://hh.ru/vacancy/124452490
Продакт-менеджер Косметика,Cotton Club (Коттон Клаб),,150.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, бонус","Погружение в категорию продукта, его свойства, специфику производства Анализ рынка и товарных категорий по данным внутренних/внешних данных Участие в формировании ассортиментных линеек по категории &quot;Подарочные наборы&quot; Разработка новых продуктовых линеек в категории Взаимодействие с кросс-функциональными отделами (дизайнеры, производство и Департамент продаж) Мы ожидаем от успешного кандидата: Высшее профильное образование; Обязателен опыт работы Младшим Продакт-менеджером/Продакт-менеджером в компаниях производителях food/non-food от 1,5 лет; Опыт написания тех. задания дизайнерам, умение донести своё видение дизайнерам; Продвинутый пользователь Excel.",https://hh.ru/vacancy/124715294
Менеджер по продукту/ Продакт- менеджер (non-food),УНИКС,,,,,'9-18,От 3 до 6 лет,ТК,9/18,2 раза в месяц,"ДМС, форма, подарки","Анализ и отслеживание конкурентов, трендов, новинок рынка. Вывод новых продуктов и торговых марок на рынок, работа с СТМ. ",https://hh.ru/vacancy/124766256
Продакт-менеджер,ГК Фармасинтез,,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,"ДМС, форма","1. Разработка маркетинговой стратегии Формирование маркетингового плана по продуктам: позиционирование, коммуникационные ключи, УТП; Определение целевой аудитории (пациенты, врачи, фармацевты, блогеры) и каналов воздействия; Участие в запуске новых продуктов; 2. Анализ и планирование: - Анализ рыночных тенденций, конкурентной среды, динамики продаж. Расчет потенциала препаратов, обоснование прогноза сбыта и объёмов закупа; Участие в формировании продуктового портфеля: жизненный цикл, перезапуск, вывод; 3. Работа с контентом и продвижением Построение стратегии продвижения в digital и offline среде: лендинги, вебинары, мероприятия, соцсети, POS-материалы, PR; Взаимодействие с агентствами(дизайн, SMM, PR, производство); Участие в подготовке медицинских и потребительских материалов: аннотации, листовки, инструкции, инфографика. 4. Координация кросс-функциональных процессов Взаимодействие с отделами продаж, e-com, regulatory, логистикой, производством; Обеспечение своевременного вывода продукта в розницу и на маркетплейсы. Работа с медицинским отделом - согласование информации по продукту, научное обоснование эффективности. 5. Коммерческая поддержка Разработка программ лояльности, акций, трейд-маркетинговых активностей; Обеспечение обучения торговых команд и аптечных сотрудников (онлайн/офлайн); Участие в выставках, конференциях, промо-мероприятиях.",https://hh.ru/vacancy/124434297
Продакт менеджер (Бытовые клеи),LAB Industries,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, страхование, форма, бонус","Разработка стратегии развития категории: определение ключевых показателей эффективности, разработка стратегии и реализация ключевых инициатив Исследование рынка/анализ данных или инсайтов для определения тенденций в отрасли и потребителях Анализ текущего ассортимента, подготовка предложений по вводу/выводу ассортиментных позиций, разработка требований по модификации продукции. Проведение систематических тестирований продуктов Управление процессом по созданию новых продуктов, упаковки. Модернизация текущего ряда упаковок, разработка дизайна, новой формы упаковки Участие в ценообразовании в различных каналах продаж, ассортимента продукции Поддержка ATL и BTL в команде со старшим продакт менеджером, бренд менеджером и отделами маркетинговых коммуникаций и трейд маркетинга Эффективное сотрудничество с отделом продаж и технической поддержки для разработки и осуществления мероприятий по поддержке продаж Тесное сотрудничество со всеми функциями, такими как производство, планирование спроса и предложения, R&amp;D в рамках проектов",https://hh.ru/vacancy/120598950
Продакт-менеджер TDMS (Технический документооборот и управление проектами),"СиСофт, (CSoft)",,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма","Подготовка и проведение презентаций по продукту; Подготовка маркетинговых материалов (подготовка историй успехов, брошюр и прочее); Организация подготовки методических материалов по продукту; Разработка стратегии и осуществление взаимодействия с партнерами (ИТ-компании); Ведение сайта продукта; Подготовка и проведение мероприятий по продукту (совместно с коллегами).",https://hh.ru/vacancy/124558340
AI- продакт (Средний бизнес),Альфа-Банк,,,,,'10-15,От 3 до 6 лет,ТК,"10/15, 5/2",,"ДМС, форма, скидки","Повышать уровень монетизации действующих моделей; Разрабатывать и внедрять стратегию покрытия бизнес-процессов моделями; Брать лидерство в части реализации крупных и сложных внедрений (10-15% от бэклога); Формировать и защищать бэклог разработки моделей по задачам в рамках своей зоны ответственности; Находить лучшие практики в других подразделениях и внедрять в зоне своей ответственности; Обогащать бизнес технической экспертизой, а технических специалистов погружать в бизнес цели и потребности.",https://hh.ru/vacancy/125211362
Продакт менеджер RX и ОТС в фармкомпанию,ДИАМЕД-ФАРМА,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, премии","Мы - современная российская диверсифицированная фармацевтическая компания, основанная в 2008 году, сфокусированная на разработке, регистрации и продвижении оригинальных препаратов, а также поставках продукции ведущих российских фармацевтических производителей в страны СНГ. В настоящий момент компания в поиске продакт менеджера. Обязанности: Стратегическое и операционное управление брендами, в т.ч. лонч и ребрендинг; Развитие продуктового портфеля; Планирование , прогнозирование, бюджетирование по брендам; Разработка и реализация маркетингового плана, промоционных кампаний, активностей и программ в различных каналах коммуникации (digital, аптеки, полевые сотрудники); Анализ рынка и конкурентов, поведения и потребностей потребителей; Контроль и оценка эффективности всех маркетинговых активностей продукта/бренда; Подготовка и организация обучения по продукту для по закрепленному продукту/бренду для сотрудников отдела продаж; Управление и контроль разработки маркетинговых и POS-материалов; Работа с финансовыми показателями продукта/бренда; PnL отчет; Участие в кроссфункциональных проектах, обеспечение эффективной коммуникации с сотрудниками подразделения и других отделов для выполнения общих планов и активностей.",https://hh.ru/vacancy/124710170
Руководитель отдела продакт-менеджеров (игрушки),РОСМЭН,,,,,'9-18,От 3 до 6 лет,ТК,"5/2, 9/18, 10/19",,"форма, скидки","1. Управление командой продакт-менеджеров (9 человек) : организационные вопросы, постановка задач и контроль выполнения; организация взаимодействия со смежными подразделениями 2. Работа с поставщиками: организация и контроль размещения заказов в срок в связи с потребностью в товаре, контроль условий и сроков поставок. 3 . Контроль закупочных цен и мониторинг рынка: анализ текущих цен на рынке, мониторинг предложений конкурентов, контроль закупочных цен, организация процесса по их оптимизации; 4. Организация процесса контроля качества поставляемой продукции. 5. Планирование закупок и управление запасами: участие в формирование плана закупок на год, формирование прогнозов для поставщиков, контроль их выполнения; управление запасами для обеспечения своевременной поставки на склад и бесперебойной работы; совместная работа с отделом продаж и бренд-менеджерами для прогнозирования спроса; подготовка и ведение отчетности по закупкам. 6. Сертификация, маркировка продукции: инициация необходимости сертификации, отслеживание процесса – контроль работы менеджеров. 7. Упаковка продукта: контроль работы команды по локализация дизайна упаковки совместно с командой бренд-менеджеров и дизайнеров. 8. Контроль наличия информации о продукции для заведения в систему. 9. Контроль процесса подготовки продуктовых визуальных материалов.",https://hh.ru/vacancy/124606138
Продакт-менеджер (разработка фоторедакторов),AMS Software,,,,,'8-11,От 3 до 6 лет,ТК,5/2,,форма,"Управление линейкой приложений для обработки фото Разработка плана развития продуктов Составление технических заданий Работа с командой: постановка задач разработчикам и дизайнерам, контроль соблюдения сроков Участие в проектировании новых функций и интерфейсов Тестирование гипотез, формирование и внедрение УТП Что будет полезным: Опыт запуска или развития программных продуктов Опыт написания технических заданий Базовые компетенции в области UX Понимание сути ценностных предложений Навыки проектной работы в формате гибкой разработки Понимание возможностей AI в сфере обработки изображений ЧТО ВЫ ПОЛУЧИТЕ, ЕСЛИ УСТРОИТЕСЬ НА РАБОТУ К НАМ: Гибкий график. Начинать рабочий день можно с 8 до 11 часов. Возможность обучаться и развиваться в сфере управления продуктами Адекватное руководство. Вы не останетесь с проблемами «один на один», в любой момент сможете посоветоваться с коллегами или руководителем. Корпоративные занятия английским языком - дистанционно или офисе. Дружный коллектив и корпоративы. Продуманная система коммуникации. Все задачи ставятся через «Мегаплан», поэтому всегда чётко ясно, кто за что отвечает и на какой стадии находится выполнение каждого задания.",https://hh.ru/vacancy/125121878
"Менеджер по препаратам / Продакт-менеджер / Product manager (Rx, ОТС)",Канонфарма продакшн,,,,,,От 3 до 6 лет,ТК,5/2,,"форма, подарки, кофе","Разработка и реализация маркетинговой стратегии по Rx и OTC препаратам; Сегментирование, таргетинг и позиционирование препаратов на рынке; Анализ рынка и конкурентной среды; Анализ и прогнозирование продаж; Создание маркетинговых программ и рекламно-информационных материалов по препаратам; Сотрудничество с медицинским сообществом, специализированными агентствами по проектам продвижения препаратов; Ведение digital-проектов по продвижению препаратов; Проведение обучающих мероприятий по препаратам; Формирование и контроль бюджета на продвижение препаратов; Участие в разработке ценовой политики; Документальное сопровождение всех проектов, внутренняя отчетность перед руководством Компании.",https://hh.ru/vacancy/110989942
Продакт-менеджер (расходные материалы ВЕНТ),Русклимат,,300.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, скидки, обучение","Анализ конкурентов (систематический сбор и анализ информации о продукции, ценовой политики, позиционирования и маркетинговой активности конкурентов); Анализ конкурентоспособности своего ассортимента и сопоставление его потребительских свойств, цены, технических параметров с аналогичными показателями конкурирующей продукции, выпускаемой другими компаниями; Развитие ассортиментного портфеля компании: оптимизация, ввод новых продуктов. Активная работа с поставщиками в части характеристик продуктов, коммерческих вопросов; Составление для последующего утверждения с Руководителем направления детализированного сезонного плана закупок-продаж; Выполнение принятого плана и его ОПЕРАТИВНУЮ коррекцию +/-, вычисление оптимального переходящего стока, online контроль остатков по подразделениям, управление дефицитом, перестоком; Управление продажами, а именно: координация деятельности сбытовых структур, определение списка ключевых клиентов, участие в переговорном процессе с ними, определение коммерческих условий и цен для ключевых клиентов, контроль исполнения на уровне сбытовых отделов; Ценообразование, участие в бюджетировании и планировании продаж; Анализ и постоянное развитие географии продаж; Составление сезонных планов маркетинговых коммерческих и рекламных мероприятий, PR-акций, предоставление контента; Своевременная постановка задачи и предоставление контента для изготовления упаковки, инструкций, сертификатов; Совместно с учебным центром разработка многоуровневых программ обучения, оперативная коррекция учебных материалов; Проведение обучения и презентаций для сотрудников сбытовых структур компании.",https://hh.ru/vacancy/124428082
Руководитель отдела маркетинга / Продакт Маркетинг,Daewoo Power Products,150.0,300.0,,,'5-2,От 3 до 6 лет,ТК,5/2,,"форма, транспорт","Создание уникального ассортимента на рынке: - Активное участие в создании линейки продукции на основании анализа рынка, потребностей покупателей и конкурентной среды. - Разработка продукта с нуля: Цветовое решение, Брендирование, Упаковка, Рекламные материалы по каждому продукту. - Формирование стратегии реализации совместно с отделами Продаж и Закупок и контроль выполнения. - Анализ существующей линейки и предложения по ее улучшению на основе изучения настроения покупателей и конкурентной среды. - Анализ коммерческих результатов после вывода нового продукта. • Продвижение и Реклама продукта на рынке: - Ежегодный фирменный каталог в соответствии с фирменным стилем. - POS - материалы по всем товарным группам. - Медиа активность и развитие собственного Youtube-канала. - PR стратегия направленная на развитие бренда и продукта. - Программа лояльности для Постоянных покупателей. - Формирование линейки фирменного торгового оборудования. - Контроль процессов разработки полиграфической и сувенирной продукции в соответствии с фирменным стилем. • Организация и проведение маркетинговых мероприятий: - Разработка и реализация маркетингового плана. - Согласование технических заданий, рекламных и информационных материалов; - Планирование и проведение выставочных мероприятий. - Бюджетирование, контроль использования маркетингового бюджета. • Управление сотрудниками отдела: - Постановка задач по основным отделам и контроль их выполнения: Дизайнеры / Интернет-Маркетинг / Видео и Фото операторы. - Контроль работы и корректировка структуры отдела. • Управление внутренними коммуникациями между основными отделами: Продажи - Закупки- Маркетинг - Реклама.",https://hh.ru/vacancy/124630490
Продакт-менеджер (стеновые панели и двери),АЙ ПИ ТИ ГРУПП,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, обучение","Аналитика рынка и конкурентов: Мониторинг спроса по сегментам и направлениям Исследование ассортимента конкурентов Анализ ценовой политики, маркетинговых активностей, отзывов покупателей. Разработка и управление продуктом: Формирование продуктовой стратегии (ассортиментная матрица, ценовые сегменты). Работа с поставщиками (отбор, согласование условий, контроль качества). Участие в создании ТЗ для новых коллекций (дизайн, размеры, характеристики). Маркетинг и продвижение: Разработка УТП (уникального торгового предложения) для разных каналов продаж. Подготовка контента (технические описания, каталоги, инструкции, обзоры). Взаимодействие с маркетингом (акции, email-рассылки, таргетированная реклама). Активные продажи и работа с клиентами: Обучение менеджеров по продажам (продуктовая экспертиза, скрипты). Анализ возражений и отзывов клиентов Разработка программ лояльности для B2B-партнеров и партнерских продаж (строительные компании, дизайнеры). Логистика и складское управление: Контроль остатков, прогнозирование спроса. Участие в оптимизации поставок (сроки, минимальные партии).",https://hh.ru/vacancy/124640467
Продакт-менеджер по группе ЦНС препаратов,"БЕЛУПО, лекарства и косметика д.д.",,,,,,От 3 до 6 лет,ТК,5/2,Ежемесячно,"ДМС, проезд, транспорт","Разработка стратегии и тактики продвижения продуктов компании, направленных на увеличение продаж; Разработка и исполнение маркетингового плана; Планирование и распределение бюджета, контроль за расходами по продвижению; Внедрение проектов по продвижению продуктов компании; прогноз продаж; Подготовка промо - материалов по продуктам; Подготовка обучающих материалов для МП и фармацевтов; Ежемесячный анализ рынка в конкурентных кластерах, анализ деятельности ключевых конкурентов; Взаимодействие с сотрудниками отделов продаж по вопросам продвижения, позиционирования продуктов; Взаимодействие с OL, подготовка презентаций; Организационная работа по участию в конгрессах, конференциях, координация;",https://hh.ru/vacancy/124643062
Продакт менеджер,Премиум Эстетикс,,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,"форма, бонус, бонусы","Развитие продуктовой линейки: анализ рынка и конкурентов, участие в формировании позиционирования и «упаковке» преимуществ. Создание и адаптация материалов: презентации, обучающие тексты, сценарии для видео, карточки для соцсетей. Поддержка команды продаж: проведение внутренних тренингов, консультации, помощь в проработке возражений. Взаимодействие с клиниками и врачами: организация обучений, сбор обратной связи, кейсов и экспертных отзывов. Работа с лидерами мнений: участие в исследованиях, организации докладов, подготовке научных публикаций. Участие в продвижении: разработка идей для digital-активностей, мероприятий, спецпроектов. Использование современных digital-инструментов и нейросетей для ускорения и усиления маркетинговых процессов.",https://hh.ru/vacancy/124579111
Продакт-менеджер (Серверы/ СХД/ Комплектующие ПК/ Системы видеонаблюдения/ ИБП),VVP Group,200.0,,,,,От 3 до 6 лет,ТК,"5/2, 30/18, 30/17",Ежемесячно,"ДМС, премии, скидки, обучение, кофе, чай","Закупки и продвижение линейки продуктов в зависимости от опыта работы и пожеланий будущего сотрудника: серверы, СХД, системы видеонаблюдения, ИБП (бренды Huawei, XFusion, Lenovo, Dell, HPE, Cisco, Hikvision, HiWatch, Dahua, APC, Ippon, CyberPower и другие); Закупки и продвижение компьютерных комплектующих: оперативная память, жёсткие диски, видеокарты и тд. (бренды: Samsung, Kingston, Kioxia, Micron/Crucial, Netac, Silicon Power, WD, Seagate, PNY, Asus и другие); Работа с интеграторами и сборщиками IT оборудования; Формирование и контроль бюджета; Управления закупками, управление ценообразованием; Анализ эффективности маркетинговых кампаний и проектов в целом; Работа с поставщиками для успешного запуска всех новинок; Постановка задач менеджерам по продажам и маркетологам для продвижения товаров своей категории. Что должен иметь успешный кандидат: Обязателен опыт продвижения аналогичных продуктов, особенно приветствуется опыт в серверном и сетевом оборудовании; Знание основных производителей и новых тенденций на рынке; Английский язык - пригодится в ежедневной работе на уровне переписки; Опыт во внешнеэкономической деятельности - как дополнительные преимущества; Наличие базы проверенных поставщиков и клиентской базы будет дополнительным преимуществом; Инициативность, желание получать новые знания и развиваться; Умение анализировать цифры и «отделять зерна от плевел», определять истинные причины; Находчивость и предприимчивость для достижения результата вопреки преградам; Энергичность и сильное желание добиваться превосходных результатов; Честность. Готовность и возможность организовать связь с прежними руководителями для получения характеристик Вашей работы.",https://hh.ru/vacancy/117103343
Продакт-менеджер (климатическое оборудование),Бриз - Климатические Системы,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, бонус, бонусы, скидки, обучение, кофе","Развитие товарного направления; Систематический сбор и анализ информации о продукции, ценовой политики и маркетинговой активности конкурентов; Глубокое изучение ассортимента, разработка технических решений совместно с техническим отделом и производителями; Анализ конкурентоспособности ассортимента товарного направления; Полный цикл ведения переговоров с поставщиками: согласование условий сотрудничества и договорных обязательств; Планирование и контроль осуществления закупок; Управление текущими остатками, участие в составлении квот по подразделениям; Совместно с департаментом продаж проведение переговоров с клиентами; Участие в создании стратегии продаж по товарной группе и её выполнение; Совместная работа с департаментом рекламы и маркетинга по созданию системы продвижения и узнаваемости брэнда; Разработка программ обучения, с учетом специфики сбытовых подразделений, оперативная коррекция учебных материалов, корректировка технологии продаж продукта. Обучение менеджеров по продажам. Что для нас важно: Опыт работы продакт-менеджером; Опыт работы в климатической сфере или сфере оборудования - будет преимуществом; Опыт взаимодействия с заводами-производителями; Навыки работы с большими объемами информации, в т.ч. с анализом аналитических данных; Высшее образование. Приветствуется высшее образование по профилю ОВиК; Амбиции на достижение цели, упорство в работе, гибкий быстрый аналитический ум, чувство цифр, развитые аналитические способности, высокий уровень самодисциплины; Знание английского языка на уровне ведения самостоятельной переписки; Уверенный пользователь Excel, 1C, Power Point. Работа в &quot;Бриз&quot; - это: Работа в компании-лидере рынка климатического оборудования России и СНГ; Престижный доход в «белой» компании, оформление по ТК РФ; Расширенный пакет ДМС для Вас и возможность подключить к ДМС Ваших близких; Эксклюзивные скидки на продукцию «Бриз» для сотрудников компании; Современный бизнес-центр, просторный стильный офис и комфортные рабочие места; Офис в 10 минутах от: - метро/ МЦК Ботанический сад и центра города - парковая пешеходная линия «Сада Будущего» по пути от метро и МЦК в офис - рядом также платформа РЖД Ростокино, ВДХН и парк Яуза; Несколько кафе на территории бизнес-центра; Несколько кухонных зон и вендоров в офисе «Бриза», кофе-машины; Корпоративная мобильная связь; Корпоративная компьютерная техника (согласовывается при необходимости); Возможность работать удаленно в случае форс-мажора; График работы обсуждаем: с 08:00 до 17:00, с 09:00 до 18:00, с 10:00 до 19:00. А также: Дружная команда лучших профессионалов рынка, программы адаптации и карьерного развития, корпоративный коучинг, программы обучения; Богатая корпоративная культура (корпоративные активности во всех локациях компании; тематические мероприятия, праздники и вечеринки; поздравления с профессиональными и календарными праздниками; тематические конкурсы для сотрудников; спортивные командные мероприятия; программа активностей для детей сотрудников; благотвор",https://hh.ru/vacancy/125098261
Продакт-менеджер в отдел маркетинг ТМ PresiDent,Премьер-продукт,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, подарки, скидки, обучение",Вывод на рынок новых продуктов для канала E-com и HoReCa Анализ рынка конкурентов и тенденций на маркетплейсах Разработка стратегии развития бренда в краткосрочном и долгосрочном периоде Рекомендации по созданию карточек товара (коммуникационное сообщение) Помощь в организации маркетинговых мероприятий НАШИ,https://hh.ru/vacancy/124374188
Старший продакт-менеджер (Лонгидаза),Петровакс Фарм,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, бонус","Управление P&L продукта, планирование и контроль финансовых показателей здоровья продукта. Вы - CEO своего проекта! Разработка и реализация маркетинговой стратегии...",https://hh.ru/vacancy/123283333
Продакт-менеджер по развитию и трансформации логистики,ТракМоторс,,,,,,От 3 до 6 лет,ТК,5/2,,"форма, проезд, транспорт",Анализ и проверка гипотез для трансформации подразделения логистики (транспортной и складской). Формирование roadmap проектов и контроль их выполнения. ,https://hh.ru/vacancy/124562599
"Продакт-менеджер на категории автозапчастей (Камаз, Маз, Газ, Ваз, МТЗ)",Хомченко Максим Альбертович,,,,,'3-5,От 3 до 6 лет,ТК,3/5,,,"Проведение глубокого исследования спроса и предпочтений целевой аудитории, изучение поведения покупателей. Оценка рыночной ситуации, отслеживание тенденций в сегменте отечественных автозапчастей, мониторинг действий основных игроков рынка. Планирование ассортимента товаров, подготовка рекомендаций по расширению или сокращению линейки продукции. Регулярное обновление каталога запчастей, оптимизация ассортимента и устранение слабых позиций. Постановка целей и задач команде продаж, координация усилий различных подразделений компании. Обеспечение роста объема продаж и прибыли путем повышения эффективности продвижения и дистрибуции. Контроль уровня запасов и своевременное пополнение складов необходимых товаров. Сбор и обработка отзывов клиентов, формирование предложений по улучшению качества обслуживания и сервиса. Составление детальных планов мероприятий по развитию продукта и его продвижению на рынке. Презентация результатов своей работы руководству компании и партнёрам. Требования к кандидату: Образование высшее техническое или экономическое. Наличие подтвержденного опыта работы в сфере автозапчастей минимум 3–5 лет. Глубокое понимание структуры вторичного рынка автозапчастей для техники КАМАЗ/МАЗ/ МТЗ/ГАЗ/ВАЗ, знакомство с принципами функционирования автодистрибьюторов и ритейлеров. Владение основными инструментами анализа рынка и оценки прибыльности продукции. Опыт формирования ассортиментной матрицы, умения проводить ABC-анализ и XYZ-анализа товаров. Навыки эффективного взаимодействия с поставщиками и покупателями, ведение переговоров на высоком профессиональном уровне. Собственный успешный опыт увеличения продаж автомобильных комплектующих. Грамотность речи, уверенное владение деловым стилем общения. Высокий уровень самоорганизации, стрессоустойчивость, ответственность и инициативность. Базовые знания правовых аспектов торговли автомобильными запчастями, сертификации продукции. Дополнительные преимущества кандидата: Английский язык (будет плюсом при работе с зарубежными партнерами)",https://hh.ru/vacancy/124767972
